u.nom_usuario;m.tit_musica;r.nota_avaliacao;r.data_avaliacao
[Alexandre Cunha];[Million Dollar Question];8;2025-01-10
[Alexandre Cunha];[Mine Again];8;2024-10-18
[Alexandre Cunha];[Minimal];9;2023-09-16
[Alexandre Cunha];[Miss Clare Remembers];5;2024-07-02
[Alexandre Cunha];[Miss You Most (At Christmas Time)];5;2020-12-28
[Alexandre Cunha];[Missionary Man];5;2024-08-07
[Alexandre Cunha];[Misty Morning];8;2022-05-06
[Alexandre Cunha];[Misunderstanding];9;2020-08-12
[Alexandre Cunha];[Moby Dick];5;2022-12-20
[Alexandre Cunha];[Modern Love];5;2023-01-27
[Alexandre Cunha];[Mofo];6;2022-11-12
[Alexandre Cunha];[Mona Lisa];6;2023-08-10
[Alexandre Cunha];[Money];8;2023-06-07
[Alexandre Cunha];[Money];5;2021-02-07
[Alexandre Cunha];[Money Honey];5;2021-01-17
[Alexandre Cunha];[Monkey Man];8;2025-09-20
[Alexandre Cunha];[Monster];7;2022-12-22
[Alexandre Cunha];[Moon River];5;2024-12-07
[Alexandre Cunha];[Moonchild];7;2025-11-10
[Alexandre Cunha];[Morning Bell/Amnesiac];5;2022-04-13
[Alexandre Cunha];[Morphine];9;2022-05-30
[Alexandre Cunha];[Mother];5;2023-06-16
[Alexandre Cunha];[Mother Russia];5;2020-09-09
[Alexandre Cunha];[Mother and Child Reunion];10;2025-04-06
[Alexandre Cunha];[Motherless Child];5;2023-10-27
[Alexandre Cunha];[Mothers Talk];8;2021-04-17
[Alexandre Cunha];[Motorhead];7;2025-03-08
[Alexandre Cunha];[Move Over];6;2021-11-18
[Alexandre Cunha];[Mozambique];9;2021-06-27
[Alexandre Cunha];[Mr Rock & Roll];10;2022-03-02
[Alexandre Cunha];[Mr. Bad Luck];10;2022-11-29
[Alexandre Cunha];[Mr. Brownstone];5;2025-02-28
[Alexandre Cunha];[Mr. Moustache];5;2022-03-24
[Alexandre Cunha];[Mr. Tambourine Man];5;2025-01-11
[Alexandre Cunha];[Music];8;2025-06-14
[Alexandre Cunha];[My Apocalypse];5;2024-11-17
[Alexandre Cunha];[My Baby];6;2024-06-30
[Alexandre Cunha];[My Cup];5;2021-10-26
[Alexandre Cunha];[My Destiny];5;2022-02-27
[Alexandre Cunha];[My Father's Eyes];5;2021-12-30
[Alexandre Cunha];[My Fist Your Face];5;2022-06-10
[Alexandre Cunha];[My Friends];5;2024-01-16
[Alexandre Cunha];[My Happy Ending];10;2025-11-19
[Alexandre Cunha];"[My Heart Will Go On (Love Theme from ""Titanic"")]";6;2025-08-03
[Alexandre Cunha];[My Iron Lung];9;2024-12-14
[Alexandre Cunha];[My Life In The Suicide Ranks];5;2021-08-12
[Alexandre Cunha];[My Little Girl];10;2022-06-17
[Alexandre Cunha];[My Love Is Your Love];5;2024-12-14
[Alexandre Cunha];[My Old Piano];5;2022-12-27
[Alexandre Cunha];[My Same];9;2023-10-22
[Alexandre Cunha];[My Spine];5;2020-09-25
[Alexandre Cunha];[My Way Home];10;2023-08-29
[Alexandre Cunha];[My World];5;2023-12-16
[Alexandre Cunha];[Mystery Train];5;2024-03-14
[Alexandre Cunha];[Na Laetha Geal M'oige];5;2022-08-12
[Alexandre Cunha];[Naked];9;2022-09-15
[Alexandre Cunha];[Nancy (With The Laughing Face)];5;2021-10-06
[Alexandre Cunha];[Nashville Skyline Rag];5;2021-10-02
[Alexandre Cunha];[National Anthem];10;2021-05-06
[Alexandre Cunha];[Naughty Girl];6;2023-08-31
[Alexandre Cunha];[Needles & Pins];8;2021-08-30
[Alexandre Cunha];[Negative Creep];9;2023-03-30
[Alexandre Cunha];[Neon Lights];5;2024-09-05
[Alexandre Cunha];[Never Ending];5;2022-01-11
[Alexandre Cunha];[Never Felt This Way];9;2022-04-24
[Alexandre Cunha];[Never Know];9;2024-11-18
[Alexandre Cunha];[Never Let Me Down];5;2022-01-11
[Alexandre Cunha];[New Pony];5;2022-09-03
[Alexandre Cunha];[New York];7;2022-01-27
[Alexandre Cunha];[New York City Boy];5;2021-09-09
[Alexandre Cunha];[New York Mining Disaster 1941];5;2021-07-26
[Alexandre Cunha];[News];6;2023-07-06
[Alexandre Cunha];[Night Bird Flying];5;2025-09-26
[Alexandre Cunha];[Night Fever];5;2023-07-25
[Alexandre Cunha];[Night Flight];7;2021-04-08
[Alexandre Cunha];[Night Light];8;2025-06-21
[Alexandre Cunha];[Night Prowler];5;2022-07-31
[Alexandre Cunha];[Nightrain];5;2024-10-25
[Alexandre Cunha];[No Angel];5;2024-12-03
[Alexandre Cunha];[No Class];9;2021-01-05
[Alexandre Cunha];[No Goodbyes];10;2021-05-01
[Alexandre Cunha];[No Holly For Miss Quinn];9;2023-08-01
[Alexandre Cunha];[No More No More];8;2025-06-18
[Alexandre Cunha];[No More Tears];8;2025-04-30
[Alexandre Cunha];[No One];5;2025-11-30
[Alexandre Cunha];[No One But You (Only The Good Die Young)];10;2021-04-11
[Alexandre Cunha];[No Other Way];10;2025-07-28
[Alexandre Cunha];[No Quarter];5;2024-07-13
[Alexandre Cunha];[No Remorse];5;2025-05-09
[Alexandre Cunha];[No Surprize];10;2024-03-18
[Alexandre Cunha];[No Water];5;2025-12-22
[Alexandre Cunha];[Nobody Home];5;2025-09-18
[Alexandre Cunha];[Nobody Knows the Trouble I've Seen];7;2022-05-13
[Alexandre Cunha];[Nobody's Fault but Mine];9;2022-03-03
[Alexandre Cunha];[Nobody's Fool];5;2025-10-18
[Alexandre Cunha];[Nobody's Home];10;2025-01-28
[Alexandre Cunha];[Not Myself Tonight];10;2022-06-29
[Alexandre Cunha];[Nothin' To Lose];8;2023-01-17
[Alexandre Cunha];[November Rain];5;2023-12-11
[Alexandre Cunha];[Now I Wanna Sniff Some Glue];10;2025-10-22
[Alexandre Cunha];[Now That She's Gone Away];8;2025-12-18
[Alexandre Cunha];[O Salto];7;2023-04-10
[Alexandre Cunha];[Obsessed];9;2025-09-14
[Alexandre Cunha];[Off He Goes];8;2023-08-27
[Alexandre Cunha];[Ogre Battle];5;2021-10-09
[Alexandre Cunha];[Oh];8;2025-09-02
[Alexandre Cunha];[Oh Mother];7;2021-11-13
[Alexandre Cunha];[Old Money];10;2025-01-09
[Alexandre Cunha];[On Mercury];5;2023-12-10
[Alexandre Cunha];[On My Way Home];6;2024-06-13
[Alexandre Cunha];[On Our Way];8;2022-02-24
[Alexandre Cunha];[On Sight];5;2024-10-27
[Alexandre Cunha];[On ne change pas];5;2022-07-05
[Alexandre Cunha];[On the Run];8;2024-10-20
[Alexandre Cunha];[On the Street Where You Live];5;2025-03-27
[Alexandre Cunha];[Once When I Was Little];7;2022-02-27
[Alexandre Cunha];[Once You Had Gold];8;2023-07-02
[Alexandre Cunha];[One Day In Your Life];5;2024-06-05
[Alexandre Cunha];[One Drop];5;2022-07-30
[Alexandre Cunha];[One I Love];5;2023-02-13
[Alexandre Cunha];[One Last Chance];5;2022-03-20
[Alexandre Cunha];[One Love/People Get Ready];5;2022-03-19
[Alexandre Cunha];[One Moment in Time];5;2021-04-02
[Alexandre Cunha];[One More Cup of Coffee];5;2023-03-07
[Alexandre Cunha];[One Night];8;2022-03-14
[Alexandre Cunha];[One Rainy Wish];5;2020-10-12
[Alexandre Cunha];[One Sweet Day];5;2023-06-05
[Alexandre Cunha];[One Too Many Mornings];9;2025-11-08
[Alexandre Cunha];[One Toy Soldier];5;2024-12-25
[Alexandre Cunha];[One Tree Hill];8;2023-01-03
[Alexandre Cunha];[One World];9;2025-09-05
[Alexandre Cunha];[One and Only];5;2023-06-25
[Alexandre Cunha];[One by One];5;2022-06-26
[Alexandre Cunha];[One of Us];6;2021-01-08
[Alexandre Cunha];[Only Superstition];5;2025-01-14
[Alexandre Cunha];[Only Time];5;2021-07-07
[Alexandre Cunha];[Open Your Heart];6;2023-01-07
[Alexandre Cunha];[Optimistic];8;2021-02-02
[Alexandre Cunha];[Orgasmatron];5;2024-05-07
[Alexandre Cunha];[Our Day Will Come];5;2023-02-04
[Alexandre Cunha];[Out Of Sight];6;2021-05-13
[Alexandre Cunha];[Outlaw Torn];10;2020-10-03
[Alexandre Cunha];[Outside the Wall];5;2020-11-20
[Alexandre Cunha];[Outta Control];5;2025-06-19
[Alexandre Cunha];[Over Your Shoulder];5;2024-04-08
[Alexandre Cunha];[Over the Mountain];10;2022-04-30
[Alexandre Cunha];[Overkill];7;2022-01-03
[Alexandre Cunha];[P.S. (I'm Still Not Over You)];5;2025-11-09
[Alexandre Cunha];[Pale Shelter];8;2025-11-01
[Alexandre Cunha];[Palisades Park];9;2021-12-26
[Alexandre Cunha];[Palo Alto];7;2022-05-07
[Alexandre Cunha];[Papa Don't Preach];10;2024-08-27
[Alexandre Cunha];[Papa's Got A Brand New Bag];9;2024-01-14
[Alexandre Cunha];[Paper Gangsta];5;2025-01-16
[Alexandre Cunha];[Paper Thin];5;2021-01-11
[Alexandre Cunha];[Paradise];7;2025-04-14
[Alexandre Cunha];[Part of Me];5;2021-08-22
[Alexandre Cunha];[Party];9;2024-03-18
[Alexandre Cunha];[Patience];10;2023-04-30
[Alexandre Cunha];[Pax Deorum];10;2021-10-29
[Alexandre Cunha];[Peace Like a River];9;2025-04-17
[Alexandre Cunha];[Peacock];5;2024-07-27
[Alexandre Cunha];[Pearl];9;2023-04-11
[Alexandre Cunha];[Penny Lover];8;2024-03-16
[Alexandre Cunha];[Perfect Crime];10;2025-11-10
[Alexandre Cunha];[Perfect Symmetry];10;2023-04-14
[Alexandre Cunha];[Permanent Daylight];5;2023-10-06
[Alexandre Cunha];[Pernambucobucolismo];5;2021-07-07
[Alexandre Cunha];[Perry Mason];5;2020-08-04
[Alexandre Cunha];[Persuasion];6;2020-11-01
[Alexandre Cunha];[Pescador De Ilus es];5;2020-09-26
[Alexandre Cunha];[Phantom of the Opera];5;2023-07-13
[Alexandre Cunha];[Physical];5;2021-04-21
[Alexandre Cunha];[Piano & I];9;2024-06-27
[Alexandre Cunha];[Piggy Bank];5;2025-06-28
[Alexandre Cunha];[Pinhead];7;2022-07-02
[Alexandre Cunha];[Pink];10;2025-02-16
[Alexandre Cunha];[Pitch Black Water];8;2023-07-01
[Alexandre Cunha];[Planet Earth];7;2021-02-04
[Alexandre Cunha];[Play the Game];10;2022-02-06
[Alexandre Cunha];[Playing Along];9;2021-01-22
[Alexandre Cunha];[Please Be With Me];5;2021-11-12
[Alexandre Cunha];[Please Don't Touch];5;2022-03-06
[Alexandre Cunha];[Please Love Me];8;2025-11-19
[Alexandre Cunha];[Please Mr. Gravedigger];7;2023-06-19
[Alexandre Cunha];[Pledging My Time];6;2024-06-17
[Alexandre Cunha];[Poison Prince];10;2023-08-17
[Alexandre Cunha];[Poker Face];5;2026-01-03
[Alexandre Cunha];[Police Station];5;2025-01-30
[Alexandre Cunha];[Politik];8;2024-05-25
[Alexandre Cunha];[Polyethylene (Parts 1 & 2)];7;2023-05-28
[Alexandre Cunha];[Pon de Replay];6;2021-03-04
[Alexandre Cunha];[Pop Song 89];5;2020-12-06
[Alexandre Cunha];[Porcelain];5;2023-08-27
[Alexandre Cunha];[Portsall (Departure Song)];7;2023-03-07
[Alexandre Cunha];[Positive Vibration];7;2021-05-03
[Alexandre Cunha];[Positively 4th Street];10;2024-04-29
[Alexandre Cunha];[Pour que tu m'aimes encore];7;2022-06-18
[Alexandre Cunha];[Powerslave];5;2022-10-04
[Alexandre Cunha];[Precious Angel];7;2023-05-06
[Alexandre Cunha];[Precious Love];8;2020-10-03
[Alexandre Cunha];[Prelude to a Kiss];6;2023-10-08
[Alexandre Cunha];[Pretend];5;2022-02-08
[Alexandre Cunha];[Pretend That You're Alone];5;2021-05-02
[Alexandre Cunha];[Pretty Peggy-O];5;2023-10-20
[Alexandre Cunha];[Privacy];5;2023-07-08
[Alexandre Cunha];[Problem Child];10;2023-12-13
[Alexandre Cunha];[Pry];5;2023-05-14
[Alexandre Cunha];[Psycho Circus];6;2025-02-17
[Alexandre Cunha];[Pulk/Pull Revolving Doors];9;2024-04-02
[Alexandre Cunha];[Punchdrunk Lovesick Singalong];9;2023-10-25
[Alexandre Cunha];[Punky Reggae Party];5;2022-12-20
[Alexandre Cunha];[Push Up on Me];5;2020-09-15
[Alexandre Cunha];[Put Yer Money Where Yer Mouth Is];8;2021-03-09
[Alexandre Cunha];[Que Maravilha];10;2022-10-05
[Alexandre Cunha];[Queen Bitch];9;2025-03-11
[Alexandre Cunha];[Queen Jane Approximately];10;2023-08-01
[Alexandre Cunha];[Question Existing];5;2021-06-08
[Alexandre Cunha];[Quicksilver];5;2023-02-27
[Alexandre Cunha];[Rag Doll];5;2024-03-06
[Alexandre Cunha];[Rastaman Chant];7;2023-02-17
[Alexandre Cunha];[Ray of Light];5;2024-01-31
[Alexandre Cunha];[Razorbliss];10;2021-01-01
[Alexandre Cunha];[Reach Out And Touch (Somebody's Hand)];5;2020-11-15
[Alexandre Cunha];[Reality];5;2024-01-24
[Alexandre Cunha];[Rearview Mirror];10;2024-10-24
[Alexandre Cunha];[Rearviewmirror];5;2021-02-15
[Alexandre Cunha];[Rebel Heart];5;2024-12-02
[Alexandre Cunha];[Rebel Music];6;2021-12-12
[Alexandre Cunha];[Rebel Rebel];5;2025-04-28
[Alexandre Cunha];[Rebel's Hop];9;2022-03-26
[Alexandre Cunha];[Reckless Life];6;2024-01-10
[Alexandre Cunha];[Red Mosquito];5;2020-12-15
[Alexandre Cunha];[Reeferendrum];5;2025-04-30
[Alexandre Cunha];[Remember When];6;2024-10-25
[Alexandre Cunha];[Return to Sender];8;2021-07-13
[Alexandre Cunha];[Reza Vela];5;2022-11-29
[Alexandre Cunha];[Ride On];7;2021-02-25
[Alexandre Cunha];[Ride the Lightning];5;2022-12-26
[Alexandre Cunha];[Riding High];6;2025-03-19
[Alexandre Cunha];[Riff Raff];5;2023-02-25
[Alexandre Cunha];[Right By Your Side];5;2025-08-31
[Alexandre Cunha];[Right Next Door to Hell];8;2022-01-24
[Alexandre Cunha];[Right on Time];10;2024-03-11
[Alexandre Cunha];[Rio];5;2021-11-25
[Alexandre Cunha];[Ripcord];8;2022-09-01
[Alexandre Cunha];[Ripples];7;2025-06-01
[Alexandre Cunha];[Rising Power];9;2025-01-24
[Alexandre Cunha];[Rival];8;2021-10-08
[Alexandre Cunha];[River of Tears];5;2021-01-07
[Alexandre Cunha];[Road To Nowhere];7;2021-01-05
[Alexandre Cunha];[Road Trippin'];5;2025-09-18
[Alexandre Cunha];[Roar];5;2024-02-08
[Alexandre Cunha];[RoboCop];8;2021-05-05
[Alexandre Cunha];[Rock 'n' Roll Music];5;2024-04-28
[Alexandre Cunha];[Rock 'n' Roll Rebel];5;2024-03-27
[Alexandre Cunha];[Rock And Roll All Nite];5;2025-07-24
[Alexandre Cunha];[Rock Me Baby];7;2021-03-27
[Alexandre Cunha];[Rock and Roll];5;2021-12-29
[Alexandre Cunha];[Rocket Queen];5;2022-03-12
[Alexandre Cunha];[Rockin' Chair];5;2021-06-24
[Alexandre Cunha];[Roll It Over];5;2022-10-29
[Alexandre Cunha];[Roll With It];10;2024-08-12
[Alexandre Cunha];[Rollin' & Tumblin'];5;2023-08-25
[Alexandre Cunha];[Ronnie];10;2021-12-22
[Alexandre Cunha];[Roots];8;2022-11-23
[Alexandre Cunha];[Roots];5;2022-07-16
[Alexandre Cunha];[Round and Around];5;2024-08-09
[Alexandre Cunha];[Run Like Hell];6;2022-05-11
[Alexandre Cunha];[Run Run];5;2022-07-23
[Alexandre Cunha];[Run To Me];5;2023-05-02
[Alexandre Cunha];[Russian Roulette];10;2025-09-10
[Alexandre Cunha];[S&M];10;2021-10-20
[Alexandre Cunha];[S.O.S];5;2024-09-01
[Alexandre Cunha];[S.O.S. (Too Bad)];5;2024-11-04
[Alexandre Cunha];[SOS];8;2024-01-25
[Alexandre Cunha];[Saferwaters];5;2021-09-29
[Alexandre Cunha];[Same Girl];5;2025-09-25
[Alexandre Cunha];[San Francisco Bay Blues];5;2021-11-19
[Alexandre Cunha];[Save A Prayer];5;2021-08-31
[Alexandre Cunha];[Save Me From Myself];5;2020-11-25
[Alexandre Cunha];[Say It];5;2023-05-23
[Alexandre Cunha];[Say You Will];10;2025-01-21
[Alexandre Cunha];[Scatterbrain];6;2023-01-10
[Alexandre Cunha];[Scentless Apprentice];5;2021-04-11
[Alexandre Cunha];[School];8;2021-07-22
[Alexandre Cunha];[School Spirit Skit 1];5;2021-06-08
[Alexandre Cunha];[Scoff];6;2022-08-29
[Alexandre Cunha];[Se orita];7;2024-10-01
[Alexandre Cunha];[Sea of Madness];6;2022-02-24
[Alexandre Cunha];[Search And Destroy];5;2021-05-15
[Alexandre Cunha];[Season of the Witch];5;2024-07-24
[Alexandre Cunha];[Second Guessing];8;2022-07-30
[Alexandre Cunha];[Secret O' Life];5;2024-06-18
[Alexandre Cunha];[See Emily Play];10;2023-10-14
[Alexandre Cunha];[See That My Grave Is Kept Clean];5;2023-08-04
[Alexandre Cunha];[See-Saw];6;2022-06-04
[Alexandre Cunha];[Segue - Baby Grace (A Horrid Cassette)];9;2020-08-17
[Alexandre Cunha];[Self Inflicted];7;2021-07-17
[Alexandre Cunha];[Selfish Girl];9;2023-08-10
[Alexandre Cunha];[Separate Lives];5;2021-11-02
[Alexandre Cunha];[Set the Controls for the Heart of the Sun];7;2021-10-23
[Alexandre Cunha];[Setback];8;2022-01-24
[Alexandre Cunha];[Seu Pensamento];10;2025-01-10
[Alexandre Cunha];[Seven Bridges Road];9;2022-07-24
[Alexandre Cunha];[Sex Machine];5;2021-01-03
[Alexandre Cunha];[Sexy Bitch];5;2023-11-05
[Alexandre Cunha];[Sexy Ladies];9;2023-05-25
[Alexandre Cunha];[SexyBack];5;2022-04-19
[Alexandre Cunha];[Shackler's Revenge];6;2022-09-22
[Alexandre Cunha];[Shades of Time];5;2024-10-26
[Alexandre Cunha];[Shake a Leg];5;2021-05-29
[Alexandre Cunha];[Shame];9;2023-06-15
[Alexandre Cunha];[She Belongs to Me];5;2023-03-18
[Alexandre Cunha];[She's Electric];8;2020-10-01
[Alexandre Cunha];[She's Not You];5;2024-10-09
[Alexandre Cunha];[She's Out of My Life];8;2023-08-20
[Alexandre Cunha];[She's Waiting];7;2025-11-21
[Alexandre Cunha];[Sheena Is a Punk Rocker];9;2024-02-22
[Alexandre Cunha];[Sheer Heart Attack];5;2021-05-09
[Alexandre Cunha];[Shelter from the Storm];8;2022-12-19
[Alexandre Cunha];[Shiver];6;2022-04-25
[Alexandre Cunha];[Shoot Me Again];5;2024-08-14
[Alexandre Cunha];[Shoot to Thrill];10;2021-02-12
[Alexandre Cunha];[Shotgun Blues];7;2024-07-21
[Alexandre Cunha];[Shout It Out Loud];5;2024-08-26
[Alexandre Cunha];[Shut Up and Drive];9;2022-03-15
[Alexandre Cunha];[Sick Again];5;2024-09-19
[Alexandre Cunha];[Sign of the Cross];7;2024-09-01
[Alexandre Cunha];[Silly Boy Blue];5;2020-10-17
[Alexandre Cunha];[Silver Bells];5;2022-04-11
[Alexandre Cunha];[Silver Inches];6;2023-06-26
[Alexandre Cunha];[Silver and Gold];7;2023-09-02
[Alexandre Cunha];[Simmer Down];5;2021-04-05
[Alexandre Cunha];[Simple Twist of Fate];8;2025-11-12
[Alexandre Cunha];[Since I Don't Have You];10;2024-04-30
[Alexandre Cunha];[Since I've Been Loving You];5;2023-05-20
[Alexandre Cunha];[Singing Winds];5;2020-12-03
[Alexandre Cunha];[Sinner's Prayer];8;2023-02-12
[Alexandre Cunha];[Sisters Are Doin' It for Themselves];8;2023-12-10
[Alexandre Cunha];[Sitting];5;2022-11-28
[Alexandre Cunha];[Situations];10;2025-09-14
[Alexandre Cunha];[Skin Trade];10;2023-03-22
[Alexandre Cunha];[Skinny Boy];8;2021-11-14
[Alexandre Cunha];[Skins];6;2023-08-23
[Alexandre Cunha];[Skyscraper];5;2021-09-19
[Alexandre Cunha];[Sledgehammer];9;2021-05-06
[Alexandre Cunha];[Sleep Through The Static];9;2020-12-15
[Alexandre Cunha];[Sleight Of Hand];9;2022-02-15
[Alexandre Cunha];[Slide Away];5;2024-11-15
[Alexandre Cunha];[Slip Slidin' Away];5;2025-02-16
[Alexandre Cunha];[Slipped Away];5;2023-06-09
[Alexandre Cunha];[Slipping Through My Fingers];6;2021-07-26
[Alexandre Cunha];[Slow Down Baby];8;2024-03-11
[Alexandre Cunha];[Smooth];8;2021-10-10
[Alexandre Cunha];[Snapshot];6;2024-03-02
[Alexandre Cunha];[Snowed Under];5;2023-08-31
[Alexandre Cunha];[So Cruel];7;2021-07-19
[Alexandre Cunha];[So Emotional];5;2021-02-08
[Alexandre Cunha];[So Jah Seh];5;2023-09-08
[Alexandre Cunha];[So Much Things To Say];5;2025-05-27
[Alexandre Cunha];[So Simple];10;2024-01-30
[Alexandre Cunha];[So Tired];5;2022-12-24
[Alexandre Cunha];[Social Disease];5;2025-12-10
[Alexandre Cunha];[Soldier Of Love];5;2023-04-02
[Alexandre Cunha];[Solid Rock];5;2021-08-12
[Alexandre Cunha];[Some Might Say];10;2023-02-13
[Alexandre Cunha];[Some Unholy War];10;2021-11-16
[Alexandre Cunha];[Someday Baby];5;2024-01-30
[Alexandre Cunha];[Someday We'll Be Together];5;2026-01-17
[Alexandre Cunha];[Someone Like You];5;2021-12-15
[Alexandre Cunha];[Someone Said Goodbye];8;2025-03-25
[Alexandre Cunha];[Something So Right];5;2025-08-17
[Alexandre Cunha];[Something Stupid];8;2024-09-06
[Alexandre Cunha];[Somewhere Along the Way];9;2024-07-17
[Alexandre Cunha];[Son Of Man];5;2024-05-26
[Alexandre Cunha];[Songbird];7;2022-10-13
[Alexandre Cunha];[Soon Forget];6;2022-01-23
[Alexandre Cunha];[Sorry];8;2021-07-02
[Alexandre Cunha];[Soul Sacrifice];8;2023-01-31
[Alexandre Cunha];[Soul Shakedown Party];8;2023-06-09
[Alexandre Cunha];[Sound and Vision];5;2020-11-09
[Alexandre Cunha];[Sounds Like a Melody];5;2023-11-11
[Alexandre Cunha];[Southampton Dock];5;2022-03-27
[Alexandre Cunha];[Spaceship];5;2025-08-02
[Alexandre Cunha];[Spacey (Catch 22 Dub)];7;2024-08-26
[Alexandre Cunha];[Spanish Castle Magic];5;2022-03-07
[Alexandre Cunha];[Sparks];9;2021-08-24
[Alexandre Cunha];[Speak to Me];5;2022-11-21
[Alexandre Cunha];[Speechless];5;2024-08-22
[Alexandre Cunha];[Speed Demon];6;2023-09-22
[Alexandre Cunha];[Speed of Sound];5;2022-10-08
[Alexandre Cunha];[Spicks and Specks];10;2023-10-10
[Alexandre Cunha];[Spiderman];7;2021-06-05
[Alexandre Cunha];[Spies];5;2024-08-31
[Alexandre Cunha];[Spineless];5;2022-02-28
[Alexandre Cunha];[Spread Your Wings];5;2022-07-12
[Alexandre Cunha];[Spring Is Here];9;2023-08-07
[Alexandre Cunha];[Squirt];10;2023-02-17
[Alexandre Cunha];[St. Anger];5;2022-02-02
[Alexandre Cunha];[Stain];5;2025-06-20
[Alexandre Cunha];[Staircase];8;2022-09-07
[Alexandre Cunha];[Stairway to Heaven];5;2020-12-09
[Alexandre Cunha];[Stand];5;2024-03-01
[Alexandre Cunha];[Stand By Me];5;2021-07-28
[Alexandre Cunha];[Staple It Together];6;2024-03-21
[Alexandre Cunha];[Star];9;2022-03-30
[Alexandre Cunha];[Star Spangled Banner];9;2021-10-04
[Alexandre Cunha];[Stars And Midnight Blue];5;2023-01-28
[Alexandre Cunha];[Starstruck];7;2023-07-13
[Alexandre Cunha];[Start Of The Breakdown];6;2023-08-22
[Alexandre Cunha];[Stay (Faraway];7;2025-11-22
[Alexandre Cunha];[Stay Out Of Jail];5;2022-08-27
[Alexandre Cunha];[Stayin' Alive];8;2020-11-02
[Alexandre Cunha];[Staying Power];9;2022-01-15
[Alexandre Cunha];[Steam];8;2020-12-21
[Alexandre Cunha];[Stiff Upper Lip];5;2022-09-11
[Alexandre Cunha];[Still Crazy After All These Years];5;2023-07-14
[Alexandre Cunha];[Still Life];5;2022-02-16
[Alexandre Cunha];[Still Running];5;2021-08-25
[Alexandre Cunha];[Stir It Up];5;2021-05-29
[Alexandre Cunha];[Stone Cold Crazy];6;2025-05-10
[Alexandre Cunha];[Stone Dead Forever];5;2026-01-13
[Alexandre Cunha];[Stop Messin' Around];5;2024-05-16
[Alexandre Cunha];[Stop That Train];7;2024-03-08
[Alexandre Cunha];[Stories For Boys];7;2020-09-28
[Alexandre Cunha];[Straight Ahead];9;2020-12-27
[Alexandre Cunha];[Straight Cold Player];9;2022-03-03
[Alexandre Cunha];[Straight Jacket Fashion];9;2021-03-16
[Alexandre Cunha];[Straight To The Bank];5;2025-10-19
[Alexandre Cunha];[Strange World];10;2022-02-14
[Alexandre Cunha];[Stranger In a Strange Land];5;2022-02-01
[Alexandre Cunha];[Strangers Like Me];5;2020-10-29
[Alexandre Cunha];[Strangers When We Meet];10;2024-11-22
[Alexandre Cunha];[Strawberry Swing];9;2024-11-20
[Alexandre Cunha];[Street Spirit (Fade Out)];10;2024-01-10
[Alexandre Cunha];[Street of Dreams];6;2023-12-09
